# time [s],mass_flux
4.620000000000000000e+03 5.050043093804716318e-07
4.680000000000000000e+03 4.629310683498377228e-07
4.740000000000000000e+03 4.683776792419820803e-07
4.800000000000000000e+03 5.162428824246076055e-07
4.860000000000000000e+03 5.646117131309599673e-07
4.920000000000000000e+03 5.829397621094164216e-07
4.980000000000000000e+03 6.076120024991109172e-07
5.040000000000000000e+03 7.023573544529712314e-07
5.100000000000000000e+03 8.237701269050664611e-07
5.160000000000000000e+03 8.509136741811527401e-07
5.220000000000000000e+03 8.191917867312197062e-07
5.280000000000000000e+03 8.694703680635200341e-07
5.340000000000000000e+03 9.566255003141709179e-07
5.400000000000000000e+03 9.945582829204053184e-07
5.460000000000000000e+03 9.898950246943859555e-07
5.520000000000000000e+03 9.430385180328040805e-07
5.580000000000000000e+03 8.168597895245450571e-07
5.640000000000000000e+03 6.569701435791681233e-07
5.700000000000000000e+03 5.456271250555185061e-07
5.760000000000000000e+03 5.181883312593432680e-07
5.820000000000000000e+03 5.098744584986732543e-07
5.880000000000000000e+03 4.604314923477191613e-07
5.940000000000000000e+03 4.106611503305886365e-07
6.000000000000000000e+03 4.250620261595290337e-07
6.060000000000000000e+03 4.745871511644653219e-07
6.120000000000000000e+03 4.736937425422166767e-07
6.180000000000000000e+03 4.067872843358566628e-07
6.240000000000000000e+03 2.740006325373339399e-07
6.300000000000000000e+03 1.539295939514701594e-07
6.360000000000000000e+03 1.822406292516080413e-07
6.420000000000000000e+03 2.829987633778453495e-07
6.480000000000000000e+03 3.073161338211664435e-07
6.540000000000000000e+03 2.862053347443827001e-07
6.600000000000000000e+03 2.874129683190008373e-07
6.660000000000000000e+03 3.396043272280020753e-07
6.720000000000000000e+03 4.441703797985017557e-07
6.780000000000000000e+03 5.398372967071461776e-07
6.840000000000000000e+03 5.760274627946558795e-07
6.900000000000000000e+03 6.023049553675219988e-07
6.960000000000000000e+03 6.489885216965198760e-07
7.020000000000000000e+03 6.970503545009423509e-07
7.080000000000000000e+03 7.372064938593918516e-07
7.140000000000000000e+03 7.572177057771328105e-07
7.200000000000000000e+03 7.297961304911942216e-07
7.260000000000000000e+03 7.007338239389432215e-07
7.320000000000000000e+03 7.758465928041878779e-07
7.380000000000000000e+03 9.158790839179404328e-07
7.440000000000000000e+03 9.730367634917954756e-07
7.500000000000000000e+03 9.067783514309431241e-07
7.560000000000000000e+03 7.642781789703157011e-07
7.620000000000000000e+03 6.205441963677329458e-07
7.680000000000000000e+03 5.045172317255299171e-07
7.740000000000000000e+03 3.903756627111963572e-07
7.800000000000000000e+03 3.030099921481067637e-07
7.860000000000000000e+03 2.573329970564109727e-07
7.920000000000000000e+03 1.745145736154923726e-07
7.980000000000000000e+03 1.559966218553741758e-08
8.040000000000000000e+03 -5.639517071624512866e-08
8.100000000000000000e+03 -2.233907415674713230e-08
8.160000000000000000e+03 -3.399920556046099661e-08
8.220000000000000000e+03 -1.144881078752434360e-07
8.280000000000000000e+03 -1.861633666533010820e-07
8.340000000000000000e+03 -2.161984705310256530e-07
8.400000000000000000e+03 -2.047133291113563945e-07
8.460000000000000000e+03 -1.832522278111317287e-07
8.520000000000000000e+03 -1.746294190783268103e-07
8.580000000000000000e+03 -1.270284415272160730e-07
8.640000000000000000e+03 -2.972116762191741913e-09
8.700000000000000000e+03 1.011363516128926747e-07
8.760000000000000000e+03 7.158282443336678848e-08
8.820000000000000000e+03 -4.554693054522555421e-08
8.880000000000000000e+03 -1.361936858713399116e-07
8.940000000000000000e+03 -2.011264404577411361e-07
9.000000000000000000e+03 -3.000109083186241579e-07
9.060000000000000000e+03 -3.753147826719003880e-07
9.120000000000000000e+03 -3.362947719960984089e-07
9.180000000000000000e+03 -2.565766348901420052e-07
9.240000000000000000e+03 -2.496893123620251112e-07
9.300000000000000000e+03 -1.993866494200114327e-07
9.360000000000000000e+03 -6.458789289493701573e-08
9.420000000000000000e+03 6.655864803894526558e-08
9.480000000000000000e+03 1.842846709669951856e-07
9.540000000000000000e+03 3.090536427493109225e-07
9.600000000000000000e+03 3.988473469829223461e-07
9.660000000000000000e+03 4.389402162478852783e-07
9.720000000000000000e+03 4.489710670177608339e-07
9.780000000000000000e+03 4.566250255219515875e-07
9.840000000000000000e+03 4.573353346243263390e-07
9.900000000000000000e+03 4.597596954543225731e-07
9.960000000000000000e+03 5.150325184792349912e-07
1.002000000000000000e+04 5.853808309835911338e-07
1.008000000000000000e+04 5.958118030642361351e-07
1.014000000000000000e+04 5.902395925635243748e-07
1.020000000000000000e+04 6.742920185074163572e-07
1.026000000000000000e+04 8.175482258630621245e-07
1.032000000000000000e+04 8.979428418267510491e-07
1.038000000000000000e+04 8.851569431717495832e-07
1.044000000000000000e+04 8.353196791884009775e-07
1.050000000000000000e+04 7.921892108137216243e-07
1.056000000000000000e+04 7.696669243735332660e-07
1.062000000000000000e+04 6.933229991796026330e-07
1.068000000000000000e+04 4.703978742935474147e-07
1.074000000000000000e+04 1.588443794180580224e-07
1.080000000000000000e+04 -1.270397102949528715e-07
1.086000000000000000e+04 -3.750175673390503426e-07
1.092000000000000000e+04 -5.911464943295823563e-07
1.098000000000000000e+04 -7.376250612304292770e-07
1.104000000000000000e+04 -7.963486192797041233e-07
1.110000000000000000e+04 -7.908414852368613749e-07
1.116000000000000000e+04 -7.309416700197977297e-07
1.122000000000000000e+04 -6.120263679128203668e-07
1.128000000000000000e+04 -4.540911140080121668e-07
1.134000000000000000e+04 -3.059849309419043241e-07
1.140000000000000000e+04 -2.332081015809692596e-07
1.146000000000000000e+04 -1.795227568480228646e-07
1.152000000000000000e+04 -4.136145080904608724e-08
1.158000000000000000e+04 1.169080656098419783e-07
1.164000000000000000e+04 1.516335114189308947e-07
1.170000000000000000e+04 1.072567101552857287e-07
1.176000000000000000e+04 7.249907919790751593e-08
1.182000000000000000e+04 8.003410575587334001e-08
1.188000000000000000e+04 2.205501907783045357e-07
1.194000000000000000e+04 4.451769252109934546e-07
1.200000000000000000e+04 5.741843251668621448e-07
1.206000000000000000e+04 5.964365813781514515e-07
1.212000000000000000e+04 5.497502344586931277e-07
1.218000000000000000e+04 4.933958471522786111e-07
1.224000000000000000e+04 3.832468403925762849e-07
1.230000000000000000e+04 2.767838291277847012e-07
1.236000000000000000e+04 2.398887195861797524e-07
1.242000000000000000e+04 2.426401790418388963e-07
1.248000000000000000e+04 1.937298491712499282e-07
1.254000000000000000e+04 1.292638904678724491e-07
1.260000000000000000e+04 1.205472723935950163e-07
1.266000000000000000e+04 1.067303982777060032e-07
