# time [s],mass_flux
8.460000000000000000e+03 1.100764410125086756e-07
8.520000000000000000e+03 9.668137110918831709e-08
8.580000000000000000e+03 7.531509702689851483e-08
8.640000000000000000e+03 6.050449662835660487e-08
8.700000000000000000e+03 5.562969399936615225e-08
8.760000000000000000e+03 4.834972907800042107e-08
8.820000000000000000e+03 4.211852808119753446e-08
8.880000000000000000e+03 4.509274805125593358e-08
8.940000000000000000e+03 5.380180347136563715e-08
9.000000000000000000e+03 6.520876801768869884e-08
9.060000000000000000e+03 7.784632188623002635e-08
9.120000000000000000e+03 9.353566349077890307e-08
9.180000000000000000e+03 1.149972057659610514e-07
9.240000000000000000e+03 1.309894466716859693e-07
9.300000000000000000e+03 1.336771321333691911e-07
9.360000000000000000e+03 1.326460126498126274e-07
9.420000000000000000e+03 1.322934111530312332e-07
9.480000000000000000e+03 1.318147756105960322e-07
9.540000000000000000e+03 1.309761021611028016e-07
9.600000000000000000e+03 1.217818344363987644e-07
9.660000000000000000e+03 1.051468716796482424e-07
9.720000000000000000e+03 9.806330286375730147e-08
9.780000000000000000e+03 1.024234971949300807e-07
9.840000000000000000e+03 1.056461018046169263e-07
9.900000000000000000e+03 1.056348294074157878e-07
9.960000000000000000e+03 1.024454043834887653e-07
1.002000000000000000e+04 9.755682203271918290e-08
1.008000000000000000e+04 9.868286576539543297e-08
1.014000000000000000e+04 1.067946185006931279e-07
1.020000000000000000e+04 1.069350983950164048e-07
1.026000000000000000e+04 8.849419180577610604e-08
1.032000000000000000e+04 6.101550048879311535e-08
1.038000000000000000e+04 3.912834092399545328e-08
1.044000000000000000e+04 3.258783984971538679e-08
1.050000000000000000e+04 3.828977226331801991e-08
1.056000000000000000e+04 4.074986541451411243e-08
1.062000000000000000e+04 3.406361162770349807e-08
1.068000000000000000e+04 2.959225691664707804e-08
1.074000000000000000e+04 3.671540461574089780e-08
1.080000000000000000e+04 5.468421397409760400e-08
1.086000000000000000e+04 7.779939976186354502e-08
1.092000000000000000e+04 9.305310175023015938e-08
1.098000000000000000e+04 9.378514249690203305e-08
1.104000000000000000e+04 8.795349195219877245e-08
1.110000000000000000e+04 8.081954932081025817e-08
1.116000000000000000e+04 7.273446384564535511e-08
1.122000000000000000e+04 6.405583519371980828e-08
1.128000000000000000e+04 5.134864835001581734e-08
1.134000000000000000e+04 3.656999310035014756e-08
1.140000000000000000e+04 3.097363768503701271e-08
1.146000000000000000e+04 3.162182629806030059e-08
1.152000000000000000e+04 3.073504551265706431e-08
1.158000000000000000e+04 3.476071778825320358e-08
1.164000000000000000e+04 4.183028420631893125e-08
1.170000000000000000e+04 4.611295767303440054e-08
1.176000000000000000e+04 5.765024795620441594e-08
1.182000000000000000e+04 7.736022584905385682e-08
1.188000000000000000e+04 8.966077906977661907e-08
1.194000000000000000e+04 9.273735420626830414e-08
1.200000000000000000e+04 9.064891720442962500e-08
1.206000000000000000e+04 8.297574091692885983e-08
1.212000000000000000e+04 7.985698091064983842e-08
1.218000000000000000e+04 8.369830018234034824e-08
1.224000000000000000e+04 8.466051915568013771e-08
1.230000000000000000e+04 8.183305732101494932e-08
1.236000000000000000e+04 6.939663068600826876e-08
1.242000000000000000e+04 4.359447267619898623e-08
1.248000000000000000e+04 2.299875787139482082e-08
1.254000000000000000e+04 1.863895734316296956e-08
1.260000000000000000e+04 2.134553604904999948e-08
1.266000000000000000e+04 2.200770297542602131e-08
1.272000000000000000e+04 2.128738800631606519e-08
1.278000000000000000e+04 2.826479144346909722e-08
1.284000000000000000e+04 4.864044267203296852e-08
1.290000000000000000e+04 7.517779354196934957e-08
1.296000000000000000e+04 9.202041804081248959e-08
1.302000000000000000e+04 9.504774584103424001e-08
1.308000000000000000e+04 8.100081845057494120e-08
1.314000000000000000e+04 4.714551166372281199e-08
1.320000000000000000e+04 2.609497761755322511e-08
1.326000000000000000e+04 3.743176106762824923e-08
1.332000000000000000e+04 -9.669726176221694692e-08
1.338000000000000000e+04 -5.595573277213563469e-07
1.344000000000000000e+04 -8.646867647143677981e-07
1.350000000000000000e+04 -6.633149306258340170e-07
1.356000000000000000e+04 -6.299440434266397387e-08
1.362000000000000000e+04 8.203938561428014578e-07
1.368000000000000000e+04 1.865078570038806308e-06
1.374000000000000000e+04 2.974399049167791400e-06
1.380000000000000000e+04 4.022501105713400065e-06
1.386000000000000000e+04 4.897218917368601848e-06
1.392000000000000000e+04 5.501389316710791255e-06
1.398000000000000000e+04 5.780244304397418474e-06
1.404000000000000000e+04 5.711305740156881433e-06
1.410000000000000000e+04 5.297187041267792618e-06
1.416000000000000000e+04 4.571833867783617426e-06
1.422000000000000000e+04 3.600862395011751071e-06
1.428000000000000000e+04 2.443255665823997013e-06
1.434000000000000000e+04 1.187511931538771440e-06
1.440000000000000000e+04 -7.794593627078433132e-09
1.446000000000000000e+04 -9.240463315665730304e-07
1.452000000000000000e+04 -1.292860874802106206e-06
1.458000000000000000e+04 -1.157367902519803109e-06
1.464000000000000000e+04 -1.106541403687469795e-06
1.470000000000000000e+04 -1.231286029467818842e-06
1.476000000000000000e+04 -1.299900371801400750e-06
1.482000000000000000e+04 -1.311217036073822316e-06
1.488000000000000000e+04 -1.293206828786761635e-06
1.494000000000000000e+04 -1.263302802295661763e-06
1.500000000000000000e+04 -1.203807021278872228e-06
1.506000000000000000e+04 -1.129024663117552405e-06
1.512000000000000000e+04 -1.050092321945320007e-06
1.518000000000000000e+04 -9.797081338993656932e-07
1.524000000000000000e+04 -9.231613229801029818e-07
1.530000000000000000e+04 -8.884691173921717422e-07
1.536000000000000000e+04 -8.536972609392371304e-07
1.542000000000000000e+04 -7.924486912370937814e-07
1.548000000000000000e+04 -6.813357110917089895e-07
1.554000000000000000e+04 -5.371548189341034042e-07
1.560000000000000000e+04 -4.077185408909416515e-07
1.566000000000000000e+04 -3.049784886871321219e-07
1.572000000000000000e+04 -2.437932959022744536e-07
1.578000000000000000e+04 -2.239964506636892320e-07
1.584000000000000000e+04 -2.159546290022174608e-07
1.590000000000000000e+04 -2.287712339014801216e-07
1.596000000000000000e+04 -2.919393057039353326e-07
1.602000000000000000e+04 -3.940706611356144183e-07
1.608000000000000000e+04 -5.102192314854843338e-07
1.614000000000000000e+04 -6.267188496697502716e-07
1.620000000000000000e+04 -7.355500144550498592e-07
1.626000000000000000e+04 -8.283022875383198352e-07
1.632000000000000000e+04 -8.884280689311846132e-07
1.638000000000000000e+04 -9.039789100080517782e-07
1.644000000000000000e+04 -8.754067046849034131e-07
1.650000000000000000e+04 -8.135119255251623116e-07
1.656000000000000000e+04 -7.436596253589051639e-07
1.662000000000000000e+04 -6.730461781006881441e-07
1.668000000000000000e+04 -5.976279900619440486e-07
1.674000000000000000e+04 -5.276543973301076972e-07
1.680000000000000000e+04 -4.749594204739214188e-07
1.686000000000000000e+04 -4.411949114562830655e-07
1.692000000000000000e+04 -4.159123362525560818e-07
1.698000000000000000e+04 -3.976418204101863889e-07
1.704000000000000000e+04 -3.746533620484787159e-07
1.710000000000000000e+04 -3.431963952987293580e-07
1.716000000000000000e+04 -3.155828247930212010e-07
1.722000000000000000e+04 -2.930851845119815866e-07
1.728000000000000000e+04 -2.792359715372466350e-07
1.734000000000000000e+04 -2.750356975277963554e-07
1.740000000000000000e+04 -2.653397736916096437e-07
1.746000000000000000e+04 -2.442879123641475326e-07
1.752000000000000000e+04 -2.255268220327953634e-07
1.758000000000000000e+04 -2.138695019308461544e-07
1.764000000000000000e+04 -2.015116423577344489e-07
1.770000000000000000e+04 -1.856323400719158700e-07
1.776000000000000000e+04 -1.707017996433415885e-07
1.782000000000000000e+04 -1.574858845032201440e-07
1.788000000000000000e+04 -1.495861840744507345e-07
1.794000000000000000e+04 -1.494916223605553018e-07
1.800000000000000000e+04 -1.487384645662844928e-07
1.806000000000000000e+04 -1.401973889065614956e-07
1.812000000000000000e+04 -1.197939669667868653e-07
1.818000000000000000e+04 -8.944231288821199131e-08
1.824000000000000000e+04 -7.117493035653127969e-08
1.830000000000000000e+04 -7.571640755001952929e-08
1.836000000000000000e+04 -8.918873550083625859e-08
1.842000000000000000e+04 -1.004754929748051966e-07
1.848000000000000000e+04 -1.020608786534779090e-07
1.854000000000000000e+04 -9.402343382410511862e-08
1.860000000000000000e+04 -9.016040257517896404e-08
1.866000000000000000e+04 -9.276830829861481454e-08
1.872000000000000000e+04 -8.905417997428289093e-08
1.878000000000000000e+04 -7.732303281154678702e-08
1.884000000000000000e+04 -6.473314599716434702e-08
1.890000000000000000e+04 -5.188168869476951133e-08
1.896000000000000000e+04 -3.833547241561760393e-08
1.902000000000000000e+04 -2.385009301401936641e-08
1.908000000000000000e+04 -5.839219419828801247e-09
1.914000000000000000e+04 1.249148826852630473e-08
1.920000000000000000e+04 2.166490873443244331e-08
1.926000000000000000e+04 1.970284739805998234e-08
1.932000000000000000e+04 1.121741140016830569e-08
1.938000000000000000e+04 2.930500029459263443e-09
1.944000000000000000e+04 5.304800342274615564e-09
1.950000000000000000e+04 1.505691546013910096e-08
1.956000000000000000e+04 2.273666956616428386e-08
1.962000000000000000e+04 3.071715663484219404e-08
1.968000000000000000e+04 2.835235871882107364e-08
1.974000000000000000e+04 8.311389475469015147e-09
1.980000000000000000e+04 -1.089674512272766385e-08
1.986000000000000000e+04 -2.018017646124495485e-08
1.992000000000000000e+04 -2.537839480507977648e-08
1.998000000000000000e+04 -2.796782812950733156e-08
2.004000000000000000e+04 -2.428439023540099053e-08
2.010000000000000000e+04 -1.201945167143597778e-08
2.016000000000000000e+04 2.558457049124800068e-09
2.022000000000000000e+04 1.412573656516555396e-08
2.028000000000000000e+04 2.685389827328305465e-08
2.034000000000000000e+04 4.375033602505401622e-08
2.040000000000000000e+04 5.505369850316944114e-08
2.046000000000000000e+04 5.283593484927314053e-08
2.052000000000000000e+04 4.432297616842426767e-08
2.058000000000000000e+04 3.659175366921690721e-08
2.064000000000000000e+04 2.837201548434210382e-08
2.070000000000000000e+04 1.555984467069224659e-08
2.076000000000000000e+04 1.992900499446995451e-10
2.082000000000000000e+04 -7.411055235917755874e-09
2.088000000000000000e+04 2.073998969975937146e-09
2.094000000000000000e+04 2.254887226564027023e-08
2.100000000000000000e+04 3.992512591221989346e-08
2.106000000000000000e+04 5.332393630936711182e-08
2.112000000000000000e+04 6.388666789782029300e-08
2.118000000000000000e+04 6.757183924306605963e-08
2.124000000000000000e+04 6.389071472981053003e-08
2.130000000000000000e+04 5.696417947437476756e-08
2.136000000000000000e+04 5.307568371202790593e-08
2.142000000000000000e+04 5.120729000480520104e-08
2.148000000000000000e+04 4.359815063483108938e-08
2.154000000000000000e+04 3.224599398961928145e-08
2.160000000000000000e+04 3.038767246803220599e-08
2.166000000000000000e+04 4.038112475905280224e-08
2.172000000000000000e+04 5.133147757132079938e-08
2.178000000000000000e+04 6.062242348920302932e-08
2.184000000000000000e+04 7.213926116158569813e-08
2.190000000000000000e+04 8.076698994154567529e-08
2.196000000000000000e+04 7.868474329336745282e-08
2.202000000000000000e+04 7.167950006043719382e-08
2.208000000000000000e+04 6.925434614334611575e-08
2.214000000000000000e+04 6.966202955529403932e-08
